index,pdfsize,metadata size,xref Length,obj,endobj,JS,Javascript,Class
4125,92,283,27,26,26,0,0,Benign
1514,16,180,10,8,8,0,0,Malicious
265,12,180,9,15,15,2,3,Malicious
0,8,180,11,10,10,1,1,Malicious
1451,28,266,12,8,8,1,1,Malicious
3770,38,354,66,67,67,0,0,Benign
4603,78,283,34,11,11,0,0,Benign
3032,47,180,9,8,8,0,0,Malicious
2882,9,180,9,7,7,1,1,Malicious
3481,33,555,107,10,10,1,2,Malicious
838,9,180,9,25,25,0,0,Malicious
14,1,180,111714,11,11,3,4,Malicious
4094,48,335,25,24,24,0,0,Benign
4368,78,283,30,11,11,0,0,Benign
3484,73,280,229,10,10,1,1,Malicious
6011,91,415,669,118,118,0,0,Benign
8,2,256,15,14,14,2,3,Malicious
2821,50,180,15,8,8,1,1,Malicious
5008,75,283,26,11,11,0,0,Benign
6267,85,347,477,62,62,0,0,Benign
1039,12,180,9,26,25,1,2,Malicious
5433,71,262,21,11,11,0,0,Benign
6174,66,372,341,53,53,0,0,Benign
3779,33,492,168,167,167,0,0,Benign
4204,46,331,87,86,86,0,0,Benign
5733,49,365,154,74,74,0,0,Benign
6266,68,423,213,301,301,0,0,Benign
339,4,201,52,19,19,0,0,Malicious
121,12,180,9,35,1,0,0,Malicious
2939,10,471,18,9,9,1,1,Malicious
2921,1536,273,432,8,8,1,1,Malicious
1090,207,315,22,19,19,0,0,Malicious
2264,9,180,9,378,378,0,0,Malicious
1372,2048,256,28,4,4,1,1,Malicious
6161,78,349,813,242,242,0,1,Benign
1317,14,224,20,4,4,1,1,Malicious
622,1,180,111113,13,13,2,3,Malicious
1419,16,399,23,9,9,1,1,Malicious
1541,12,405,23,8,8,1,1,Malicious
8104,100,308,789,91,91,0,0,Benign
2609,8,250,10,8,8,1,1,Malicious
6105,78,356,423,56,56,0,0,Benign
4323,88,283,29,28,28,0,0,Benign
3322,4,180,14,12,12,1,1,Malicious
4301,81,283,27,26,26,0,0,Benign
1410,15,180,10,7,6,1,2,Malicious
2157,37,180,11,9,9,1,1,Malicious
3132,50,425,58,64,64,0,0,Malicious
3307,409,269,44,11,11,1,2,Malicious
889,6,256,19,17,17,1,2,Malicious
5792,58,379,115,129,129,20,21,Benign
7271,30,285,32,9,9,0,0,Benign
8055,48,295,214,88,88,0,0,Benign
7287,143,285,58,44,44,0,0,Benign
8065,27,285,57,56,56,0,0,Benign
4928,37,279,34,24,24,0,0,Benign
196,4,227,14,10,10,1,1,Malicious
4649,73,262,21,31,31,0,0,Benign
4173,62,339,60,59,59,0,0,Benign
415,7,180,1991,10,10,1,1,Malicious
8169,34,351,19,8,8,1,1,Malicious
2312,17,250,10,8,8,1,1,Malicious
7377,110,262,24,24,24,0,0,Benign
5827,74,411,217,68,68,1,1,Benign
432,2,180,111612,12,12,1,2,Malicious
3238,9,180,9,27,27,0,0,Malicious
7454,231,273,48,127,127,0,0,Benign
3102,35,373,73,69,69,0,0,Malicious
5007,73,262,21,50,50,0,0,Benign
3710,42,328,71,70,70,0,0,Benign
4275,85,262,21,6,6,0,0,Benign
4032,60,384,56,55,55,0,0,Benign
3977,50,336,86,85,85,0,0,Benign
6121,90,412,538,55,55,0,0,Benign
1108,57,180,9,11,11,3,4,Malicious
5763,343,362,4465,63,63,2,3,Benign
8004,29,282,54,33,33,0,0,Benign
7436,23,298,13,42,42,0,0,Benign
2542,6,180,10,8,8,0,0,Malicious
5430,86,262,21,27,27,0,0,Benign
4651,88,283,32,6,6,0,0,Benign
1195,15,224,20,9,9,1,2,Malicious
8133,38,338,200006,50,50,0,0,Malicious
7917,25,252,46,66,66,0,0,Benign
604,31,180,49,14,14,2,3,Malicious
5803,41,334,94,49,49,1,1,Benign
880,9,376,20,19,19,0,0,Malicious
1219,100,256,73,9,9,1,1,Malicious
7038,18,306,26,25,25,0,0,Benign
5040,89,468,81,34,34,0,0,Benign
5259,77,272,21,30,30,0,0,Benign
4254,88,262,21,6,6,0,0,Benign
5245,74,283,21,6,6,0,0,Benign
5143,95,273,29,6,6,0,0,Benign
5476,35,296,178,40,40,0,0,Benign
6766,129,282,46,28,28,0,0,Benign
3473,7,180,10,30,30,1,2,Malicious
3707,46,323,94,93,93,0,0,Benign
8120,110,282,227,48,48,0,0,Benign
6061,75,389,2677,53,53,0,0,Benign
1706,2,180,111612,9,9,1,2,Malicious
1158,828,180,9,21,21,1,1,Malicious
4906,88,283,26,12,12,0,0,Benign
4856,88,262,21,23,23,0,0,Benign
6429,32,269,32,48,48,0,0,Benign
8036,13,253,33,25,25,0,0,Benign
4148,343,434,227,220,220,0,0,Benign
7960,40,288,64,35,35,0,0,Benign
3182,6,218,10,14,14,0,0,Malicious
4483,86,454,103,11,11,0,0,Benign
5897,79,385,335,74,74,0,0,Benign
3383,9,180,9,0,0,2,1,Malicious
5338,61,283,25,28,28,0,0,Benign
2018,8,226,22,72,72,5,6,Malicious
1782,17,258,10,9,9,1,2,Malicious
8050,50,287,187,28,28,0,0,Benign
5628,405,253,492,453,453,0,0,Benign
7317,102,283,36,280,280,0,0,Benign
904,4,180,14,17,17,1,1,Malicious
1446,13,224,20,9,10,1,1,Malicious
7733,203,296,36,957,957,1,1,Benign
6757,113,282,40,54,54,0,0,Benign
6075,88,370,385,68,68,0,0,Benign
6159,93,395,655,71,71,0,0,Benign
2845,2048,240,31,8,8,0,0,Malicious
6902,160,379,520,234,234,0,0,Benign
1784,28,196,10,9,9,1,2,Malicious
1565,17,250,15,9,9,1,2,Malicious
3964,44,307,54,53,53,0,0,Benign
4818,91,283,26,14,14,0,0,Benign
7712,351,250,414,456,456,0,0,Benign
4310,70,262,21,6,6,0,0,Benign
2663,17,180,10,48,48,0,0,Malicious
7023,25,297,37,36,36,0,0,Benign
6723,140,283,49,48,48,0,0,Benign
7275,102,283,38,6,6,0,0,Benign
6262,76,353,773,65,65,0,0,Benign
3856,76,258,196,195,195,0,0,Benign
3098,13,291,27,9,19632,1,1,Malicious
4635,373,309,84,44,44,0,0,Benign
6867,30,305,187,61,61,0,0,Benign
4051,54,363,41,40,40,0,0,Benign
5206,80,262,21,11,11,0,0,Benign
7034,25,297,36,35,35,0,0,Benign
5753,88,421,597,213,213,0,1,Benign
5756,83,373,736,93,93,0,0,Benign
7717,212,250,295,160,160,0,0,Benign
7042,26,285,49,48,48,0,0,Benign
254,13,180,9,19,19,5,6,Malicious
4074,63,358,46,45,45,0,0,Benign
1113,6,218,10,10,10,1,1,Malicious
5916,79,403,541,201,201,0,0,Benign
3034,1713,251,188,9,9,1,1,Malicious
221,8,180,10,18,18,3,4,Malicious
267,6,256,19,16,16,3,4,Malicious
107,9,180,9,14,14,2,3,Malicious
5090,90,283,28,32,32,0,0,Benign
1226,2,180,10,9,9,1,1,Malicious
7071,23,285,39,25,25,0,0,Benign
4753,71,283,22,6,6,0,0,Benign
3289,5,218,10,25,25,0,0,Malicious
6279,93,433,765,52,52,0,0,Benign
1512,250,180,9,9,9,1,1,Malicious
7564,20,298,13,35,35,0,0,Benign
4584,398,282,93,45,45,0,0,Benign
303,27,246,10,19,19,0,0,Malicious
7333,29,298,12,29,29,0,0,Benign
4631,76,262,21,33,33,0,0,Benign
2208,9,180,9,9,9,2,3,Malicious
2932,13,517,25,8,8,1,1,Malicious
4554,77,283,26,39,39,0,0,Benign
1210,2,180,8,8,8,1,1,Malicious
1786,30,180,18,9,9,1,2,Malicious
2812,6,256,15,9,9,1,1,Malicious
5930,67,352,451,91,91,0,0,Benign
527,15,224,20,14,14,0,1,Malicious
1436,20,180,10,8,8,1,1,Malicious
3382,7,239,10,25,25,0,0,Malicious
5375,89,262,21,24,24,0,0,Benign
7810,24,301,27,24,24,0,0,Benign
376,14,224,20,10,9,1,1,Malicious
1869,130,180,9,9,9,1,2,Malicious
2809,16,180,10,9,9,0,0,Malicious
6025,73,414,677,62,62,0,0,Benign
6763,148,282,49,29,29,0,0,Benign
3892,88,257,1173,356,356,0,0,Benign
755,9,180,9,14,13,0,1,Malicious
291,9,296,10,19,19,0,0,Malicious
3085,243,306,23,9,9,1,2,Malicious
8115,42,278,81,266,266,0,0,Benign
1543,17,254,10,8,8,1,1,Malicious
290,4,180,18,19,19,0,0,Malicious
188,12,180,9,21,21,5,6,Malicious
4962,88,283,37,40,40,0,0,Benign
1201,11,258,31,8,8,1,1,Malicious
7382,278,1076,232,25,25,0,0,Benign
3334,8,180,10,12,12,1,1,Malicious
1536,23,277,26,8,8,1,1,Malicious
7610,27,260,12,11,11,0,0,Benign
6006,96,359,568,175,175,2,3,Benign
501,4,180,14,15,15,1,2,Malicious
3312,5,180,18,17,12,2,2,Malicious
5761,46,408,60,183,183,0,1,Benign
4081,59,365,65,64,64,0,0,Benign
1539,23,277,26,9,9,1,1,Malicious
6221,87,376,446,54,54,0,0,Benign
3513,5,180,10,19,19,1,1,Malicious
4817,90,298,22,25,25,0,0,Benign
6319,84,397,1116,57,57,0,0,Benign
7580,101,283,33,6,6,0,0,Benign
672,15,180,10,16,16,0,0,Malicious
5363,84,283,23,11,11,0,0,Benign
6488,94,282,35,34,34,0,0,Benign
7139,156,304,108,105,105,0,0,Benign
4059,86,411,99,98,98,0,0,Benign
5160,77,262,21,29,29,0,0,Benign
6384,90,357,1344,122,122,0,0,Benign
1464,3,180,10,97,97,1,2,Malicious
8129,34,321,22,9,9,1,1,Malicious
6419,51,302,296,463,463,0,0,Benign
1192,13,180,348,9,9,1,1,Malicious
7045,154,284,124,40,40,0,0,Benign
3038,7,201,996,7,6,1,2,Malicious
7147,202,304,72,70,70,0,0,Benign
4526,41,297,391,13,13,0,0,Benign
7372,16,260,12,6,6,0,0,Benign
1513,26,246,10,7,6,1,1,Malicious
216,8,180,10,30,30,1,2,Malicious
4709,91,283,35,12,12,0,0,Benign
5553,75,226,318,79,79,0,0,Benign
421,10,180,36,19,19,0,0,Malicious
505,7,239,10,121,121,2,3,Malicious
5441,91,262,21,38,38,0,0,Benign
5965,74,425,108,86,86,0,0,Benign
4560,79,340,563,113,113,0,0,Benign
3337,9,180,9,17,12,1,1,Malicious
1582,12,180,9,6,6,1,1,Malicious
506,4,402,14,16,17,3,4,Malicious
2288,46,180,11,9,9,1,1,Malicious
4383,89,262,21,11,11,0,0,Benign
4041,55,383,44,43,43,0,0,Benign
3131,35,379,74,69,69,0,0,Malicious
3443,7,180,8,0,1,1,0,Malicious
6218,73,344,330,48,48,0,0,Benign
4367,81,272,21,12,12,0,0,Benign
5907,377,360,1516,828,828,0,0,Benign
3773,35,339,35,35,35,0,0,Benign
6682,72,226,88,92,92,4,4,Benign
4329,99,461,105,29,29,0,0,Benign
6309,31,337,34,114,114,0,0,Benign
5661,99,353,576,109,109,0,0,Benign
2689,5,180,18,9,9,1,1,Malicious
347,8,180,11,20,20,0,0,Malicious
7227,22,298,13,11,11,0,0,Benign
6862,161,305,256,115,115,0,0,Benign
333,17,292,10,30,30,1,2,Malicious
4937,90,283,31,31,31,0,0,Benign
5117,80,283,28,87,87,0,0,Benign
6839,211,305,1042,210,210,0,0,Benign
2751,16,180,77,4,4,1,1,Malicious
3071,604,180,127,9,9,1,1,Malicious
8032,11,252,26,51,51,0,0,Benign
6315,52,413,239,201,201,0,0,Benign
7670,286,284,1059,91,91,0,0,Benign
3784,48,345,106,105,105,0,0,Benign
2664,10,258,31,9,9,1,2,Malicious
746,12,224,20,12,12,1,2,Malicious
1563,15,224,20,68,68,5,6,Malicious
6378,56,396,200,53,53,0,0,Benign
6732,154,298,32,11,11,0,0,Benign
4639,71,272,21,28,28,0,0,Benign
4375,83,283,24,6,6,0,0,Benign
2024,9,180,9,71,71,3,4,Malicious
3181,8,180,10,3,3,1,2,Malicious
7806,21,299,30,89,89,0,0,Benign
4315,73,283,22,21,21,0,0,Benign
5454,80,283,28,6,6,0,0,Benign
7776,16,298,73,28,28,0,0,Benign
4575,97,435,187,45,45,0,0,Benign
6929,364,353,355,1164,1164,0,0,Benign
7902,42,292,41,19,19,0,0,Benign
6485,809,307,28,13,13,0,0,Benign
259,12,180,9,19,19,5,6,Malicious
7627,20,283,10,9,9,0,0,Benign
2375,9,180,9,7,6,1,1,Malicious
7003,29,294,131,47,47,0,0,Benign
4359,44,477,466,43,43,0,0,Benign
6934,377,357,260,410,410,0,0,Benign
380,29,180,6,14,14,2,3,Malicious
4951,98,283,47,6,6,0,0,Benign
7539,21,298,12,6,6,0,0,Benign
1912,212,180,59,59,59,4,5,Malicious
3409,55,180,77,17,17,1,2,Malicious
599,7,201,996,19,19,0,0,Malicious
45,7,180,11,13,13,2,3,Malicious
1444,27,246,10,9,9,1,1,Malicious
1652,17,240,31,8,8,1,1,Malicious
6613,100,399,1616,204,204,1,2,Benign
1893,15,320,25,9,9,1,1,Malicious
6228,75,367,343,68,68,0,0,Benign
4482,67,262,21,11,11,0,0,Benign
7832,23,229,56,50,50,0,0,Benign
6911,205,431,687,180,180,0,0,Benign
1966,94,180,9,9,9,2,3,Malicious
3656,1,180,111714,17,17,2,3,Malicious
7891,76,296,595,60,60,0,0,Benign
5432,84,262,21,11,11,0,0,Benign
1600,16,248,10,9,9,1,1,Malicious
7246,101,283,41,94,94,0,0,Benign
6672,246,392,484,729,729,1,2,Benign
6000,72,398,622,269,269,0,0,Benign
2251,45,180,12,9,9,1,1,Malicious
5737,98,352,512,162,162,0,0,Benign
7047,273,273,147,89,89,0,0,Benign
426,16,180,7,19,19,0,0,Malicious
410,8,256,22,14,14,2,3,Malicious
6840,244,305,987,217,217,0,0,Benign
2571,9,180,9,4,4,0,0,Malicious
5489,88,305,913,122,122,0,0,Benign
3007,7,180,10,46,46,0,0,Malicious
7655,118,297,165,57,57,0,0,Benign
210,6,180,10,19,19,0,0,Malicious
7272,25,281,17,11,11,0,0,Benign
4215,69,348,230,229,229,0,0,Benign
4883,77,265,21,11,11,0,0,Benign
4121,51,334,37,36,36,0,0,Benign
1049,2,180,8,26,26,3,4,Malicious
5804,98,373,559,188,188,2,3,Benign
6802,112,283,47,6,6,0,0,Benign
7765,62,304,85,51,51,0,0,Benign
1972,8,180,10,9,9,2,3,Malicious
1499,19,180,9,9,9,1,1,Malicious
1109,13,180,348,10,10,1,2,Malicious
7787,17,299,100,106,106,0,0,Benign
652,12,224,20,26,26,1,2,Malicious
2436,74,285,36,5,5,1,1,Malicious
6948,185,544,1224,99,99,0,0,Benign
1795,1,180,111113,68,68,4,2,Malicious
1702,17,243,10,9,9,1,1,Malicious
2995,12,180,9,8,8,0,0,Malicious
4696,74,262,21,11,11,0,0,Benign
1498,12,258,31,9,9,1,1,Malicious
6357,33,362,118,184,184,0,0,Benign
3011,15,224,20,5,5,0,0,Malicious
6517,1,359,8,7,7,0,0,Benign
4129,77,273,84,46,46,0,0,Benign
5921,85,368,393,132,132,0,0,Benign
705,14,256,16,15,15,2,3,Malicious
1872,250,180,9,8,8,1,1,Malicious
6810,286,298,37,12,12,0,0,Benign
8112,184,296,267,274,274,0,0,Benign
4848,86,283,28,39,39,0,0,Benign
4614,33,360,60,29,29,0,0,Benign
4988,79,262,21,85,85,0,0,Benign
7969,120,229,251,49,49,0,0,Benign
5694,90,332,597,57,57,0,0,Benign
565,10,258,10,17,17,1,2,Malicious
4829,75,265,21,23,23,0,0,Benign
6663,174,399,182,98,98,2,2,Benign
6620,100,363,381,91,91,2,3,Benign
640,7,250,15,16,16,0,0,Malicious
2716,3,256,15,8,8,1,1,Malicious
2337,17,251,10,9,9,1,2,Malicious
8182,9,408,21,8,8,1,1,Malicious
5062,78,262,21,34,34,0,0,Benign
1964,7,180,10,9,9,1,2,Malicious
6286,43,374,95,52,52,0,0,Benign
6487,1277,383,253,252,252,0,0,Benign
325,10,377,21,19,19,0,0,Malicious
5281,60,298,17,69,69,0,0,Benign
3135,47,405,61,71,71,0,0,Malicious
2473,91,227,38,9,9,1,1,Malicious
5416,76,262,21,117,117,0,0,Benign
3620,3,180,47,15,15,2,3,Malicious
6036,79,406,2748,114,114,0,1,Benign
7729,326,271,49,61,61,0,0,Benign
6129,77,359,481,549,549,15,16,Benign
2515,34,180,16,9,9,1,2,Malicious
864,8,180,16,19,19,0,0,Malicious
3589,9,180,7,14,14,0,0,Malicious
6925,299,349,1179,344,344,0,0,Benign
5740,43,352,149,96,96,0,0,Benign
6211,81,425,1544,54,54,0,0,Benign
371,12,180,9,12,12,1,2,Malicious
7250,21,298,13,28,28,0,0,Benign
2495,8,180,10,5,5,0,0,Malicious
6462,40,499,467,30,30,0,0,Benign
3708,46,290,49,48,48,0,0,Benign
5798,45,327,87,138,138,0,0,Benign
4750,79,262,21,27,27,0,0,Benign
7850,59,229,51,20,20,0,0,Benign
1360,11,180,46,4,4,1,1,Malicious
911,17,250,15,30,30,1,2,Malicious
3027,306,351,32,30,30,1,2,Malicious
5823,43,378,260,318,318,0,0,Benign
2498,400,285,127,9,9,1,2,Malicious
2357,3,218,12,9,9,1,1,Malicious
964,8,180,10,19,19,1,1,Malicious
1423,10,302,10,9,9,1,2,Malicious
122,11,296,10,19,19,0,0,Malicious
479,5,180,14,15,15,2,3,Malicious
662,15,180,10,13,12,2,3,Malicious
2683,26,25468,5,83,83,0,0,Malicious
2280,605,180,127,9,9,1,1,Malicious
7213,23,298,13,12,12,0,0,Benign
6980,399,402,256,27,27,0,0,Benign
439,11,256,16,19,19,0,0,Malicious
1379,3,250,15,8,8,1,1,Malicious
1443,17,180,10,5,4,0,0,Malicious
4480,76,265,21,9,9,0,0,Benign
6780,121,283,53,42,42,0,0,Benign
1477,23,258,10,8,8,1,1,Malicious
6896,131,305,938,116,116,0,0,Benign
1173,15,180,10,9,9,1,1,Malicious
7976,10,229,22,38,38,0,0,Benign
3303,36,248,10,19,19,0,0,Malicious
2554,216,280,52,8,8,0,0,Malicious
6179,87,385,926,64,64,0,0,Benign
3226,41,180,11,19,19,0,0,Malicious
279,1,180,111612,11,11,3,4,Malicious
2692,8,180,10,8,8,1,2,Malicious
4537,68,262,21,27,27,0,0,Benign
4730,67,265,21,36,36,0,0,Benign
1101,7,180,60,26,26,1,2,Malicious
3721,46,459,66,65,65,0,0,Benign
1694,11,180,9,9,9,1,2,Malicious
2628,9,180,2,9,9,1,2,Malicious
5842,53,388,327,33,33,0,0,Benign
2531,14,256,16,9,9,1,2,Malicious
6428,47,452,537,407,407,0,0,Benign
2233,6,201,79,35,35,1,1,Malicious
577,15,224,20,19,19,5,6,Malicious
59,4,180,14,19,19,0,0,Malicious
787,8,180,11,19,18,0,0,Malicious
2629,8,180,10,8,8,0,0,Malicious
5296,81,283,24,47,47,0,0,Benign
5230,78,283,30,6,6,0,0,Benign
4405,82,283,27,9,9,0,0,Benign
4522,90,283,31,138,138,0,0,Benign
4860,33,293,36,37,37,0,0,Benign
2954,33,267,12,4,4,1,1,Malicious
6637,115,343,1179,96,96,2,3,Benign
8043,14,271,31,34,34,0,0,Benign
7514,20,298,12,224,224,0,0,Benign
5993,90,428,275,65,65,0,0,Benign
6706,149,297,40,39,39,0,0,Benign
6940,372,361,537,321,321,0,0,Benign
184,10,180,9,14,14,2,3,Malicious
2579,306,351,32,39,39,0,0,Malicious
5879,76,369,810,102,102,0,0,Benign
420,8,180,10,14,14,2,3,Malicious
553,4,180,14,14,14,2,3,Malicious
1397,180,331,32,8,8,1,1,Malicious
7320,23,298,12,28,28,0,0,Benign
6143,44,406,93,137,137,0,0,Benign
2864,17,258,10,8,8,1,1,Malicious
1760,17,262,10,9,9,1,1,Malicious
6041,89,389,620,134,134,0,0,Benign
297,4,256,15,19,19,0,0,Malicious
443,15,180,10,30,30,1,2,Malicious
4085,57,383,43,42,42,0,0,Benign
1119,35,258,10,15,15,1,2,Malicious
2794,28,266,12,9,9,2,3,Malicious
2572,19,240,31,8,8,1,1,Malicious
1921,2,180,9,89,89,4,5,Malicious
655,40,340,27,10,10,1,1,Malicious
2310,9,180,9,5,5,1,2,Malicious
5662,80,353,593,93,93,0,0,Benign
8012,91,286,172,160,160,0,0,Benign
5901,320,349,316,108,108,0,0,Benign
6345,344,304,252,50,50,0,0,Benign
8135,4,490,14,9,9,1,1,Malicious
6558,1,378,8,7,7,0,0,Benign
6054,380,359,871,138,138,0,1,Benign
558,9,246,10,19,19,0,0,Malicious
6886,213,350,123,83,83,0,0,Benign
1371,10,180,45,9,9,1,1,Malicious
907,7,249,19,10,10,1,2,Malicious
4812,89,262,21,116,116,0,0,Benign
1433,17,377,29,9,9,1,2,Malicious
6519,3,375,15,14,14,0,0,Benign
4513,52,311,295,30,30,0,0,Benign
5729,69,340,221,120,120,0,0,Benign
6104,96,371,844,73,73,0,0,Benign
4098,66,335,84,83,83,0,0,Benign
926,6,250,15,13,13,2,3,Malicious
3341,45,180,25,18,18,0,0,Malicious
15,7,180,11,10,10,1,1,Malicious
7988,11,229,26,44,44,0,0,Benign
6128,77,359,481,47,47,0,0,Benign
4401,34,298,12,6,6,0,0,Benign
5839,48,368,114,55,55,0,0,Benign
1161,4,180,17,21,21,1,1,Malicious
6323,98,359,787,123,123,0,0,Benign
6930,409,354,411,1170,1170,0,0,Benign
5167,79,262,21,214,214,0,0,Benign
6141,64,420,279,351,351,1,1,Benign
7070,21,285,32,18,18,0,0,Benign
4901,75,265,21,30,30,0,0,Benign
1362,2,180,111614,8,8,1,1,Malicious
1212,16,180,10,35,35,1,1,Malicious
1876,17,246,10,8,8,1,1,Malicious
2523,4,201,52,8,8,1,1,Malicious
3889,57,325,48,47,47,0,0,Benign
6364,77,364,502,68,68,0,0,Benign
3204,9,180,9,3,3,1,2,Malicious
1170,14,180,10,9,9,1,1,Malicious
579,11,258,31,14,14,2,3,Malicious
2182,7,180,10,8,8,1,1,Malicious
3540,34,309,24,15,15,2,3,Malicious
2306,51,307,30,9,9,1,1,Malicious
1833,17,265,10,9,9,1,1,Malicious
2941,70,180,77,8,8,1,1,Malicious
1859,15,224,20,8,8,0,0,Malicious
6072,82,345,511,118,118,0,0,Benign
3090,262,267,96,35,35,5,6,Malicious
4291,92,283,23,22,22,0,0,Benign
2646,17,180,10,89,89,4,5,Malicious
6447,365,360,657,676,676,0,0,Benign
387,2,180,10,19,19,0,0,Malicious
6206,89,359,631,64,64,0,0,Benign
1032,8,180,11,19,19,5,6,Malicious
7261,30,298,12,6,6,0,0,Benign
2685,105,305,124,8,8,1,1,Malicious
5269,77,262,21,36,36,0,0,Benign
6202,84,391,522,52,52,0,0,Benign
931,57,180,9,19,19,0,0,Malicious
6253,71,359,384,50,50,0,0,Benign
691,1,180,111714,14,14,2,3,Malicious
1891,11,256,22,9,9,1,1,Malicious
2268,9,258,31,8,8,1,1,Malicious
